Dictionary
Hijazi Raed Muhammad Hasan Muhammad
"رائد محمد حسن محمد الحجازي
"
Hijazi Raed M.
الحجازي) Ri'ad Muhammad Hasan Muhammad Hijazi (Previously listed as. In Arabic: رياض محمد حسن محمد
Moroccan) Rashid Al-Maghribi (The
American) Abu-Ahmad Al-Amriki (The
Al-Hawen Abu-Ahmad
Al-Shahid Abu-Ahmad
IZZ-AL-DIN Hasan
GARBAYA Ahmed
SA-ID
SALWWAN Samir
JAISH-I-MOHAMMED
ARMY OF MOHAMMED
JAM'YAH TA'AWUN AL-ISLAMIA
SOCIETY OF ISLAMIC COOPERATION
JAM'IYAT AL TA'AWUN AL ISLAMIYYA
JIT
MOHAMMED Khalid Shaikh
HENIN Ashraf Refaat Nabith
KHALID Fahd Bin Abdallah BIN
WADOOD Khalid Abdul
KSM
ALI Salem
RABITA TRUST
Uthman Omar Mahmoud
عثمان عمر محمود
Uthman Al-Samman
Uthman Umar
Al-Filistini Abu Qatada
Takfiri Abu Umr
Umar Abu Omar Abu
Umar Abu Umar
Ismail Abu
Othman Omar Mohammed
Yasin Abdul Rahman
ياسين عبد الرحمن
"S Taha, Abdul Rahman"
"S Taher, Abdul Rahman"
"Said Yasin, Abdul Rahman"
"Aboud Yasin,"
Aweys Hassan Dahir
"Aweys ALI, Sheikh Hassan Dahir"
"Dahir AWES, Shaykh Hassan"
Aweyes  Hassen Dahir
Aweys  Ahmed Dahir
Ibrahim  Mohammed Hassan
Dahir   Aweys Hassan
ظاهرعويس حسن
Oais  Hassan Tahir
Hassan Tahir Uways 
Hassan Dahir Awes  
Aweys  Sheikh
Hassan  Sheikh
Aweys Sheikh Hassan Dahir
Abu Nidal Organization
ANO
Fatah – the Revolutionary Council
Fatah Revolutionary Council
Arab Revolutionary Council
Black September
Arab Revolutionary Brigades
Revolutionary Organisation of Socialist Muslims
Revolutionary Council of Fatah
Al-Fatah Revolutionary Council
Black June
Egyptian Revolution
Arab Fedayeen Cells
Palestine Revolutionary Council
Organization of Jund al-Haq
Abu Nidal Organisation
Revolutionary Organization of Socialist Muslims
Aum Shinrikyo
AIC Comprehensive Research Institute
AIC Sogo Kenkyusho
Aleph
Aum Supreme Truth
Circle of Light
Group led by Yamada
Hikari no Wa
Basque Fatherland and Liberty
ETA
Euzkadi Ta Askatasuna
Basque Homeland and Liberty
Beit El-Mal Holdings
Arab Palestinian Beit el-Mal Company
Beit al Mal Holdings
Beit el Mal Al-Phalastini Al-Arabi Al-Mushima Al-Aama Al-Mahaduda Ltd
Palestinian Arab Beit el Mal Corporation Ltd
House of Money
BEMH
Gama’a al Islamiyya
Al Gama’at
Egyptian Al’Gama’at al Islamiyya
GI
IG
Islamic Gama’at
Islamic Group
Hamas
Islamic Resistance Movement
Harakat al Muqawama al Islamiya
Izz al Din al Qassam Battalions
Izz al Din al Qassam Brigades
Izz al Din al Qassam Forces
Students of Ayyash
Student of the Engineer
Yahya Ayyash Units
Izz al Din al Qassim Brigades
Izz al Din al Qassim Forces
Izz al Din al Qassim Battalion
Hizballah
Al Muqawamah al Islamiyyah
Ansar al Allah
Ansar Allah
Followers of the Prophet Muhammed
God’s Helpers
Hezballah
Hezbollah
Hezbullah
Hizbollah
Hizbullah
Islamic Holy War
Islamic Jihad for the Liberation of Palestine
Islamic Jihad Organization
Islamic Jihad
Islamic Resistance
Organization of Right against Wrong
Organization of the Oppressed on Earth
Organization of the Oppressed
Partisans of God
Party of Allah
Party of God
Revolutionary Justice Organization
Kahane Lives
Kahane Chai
Committee for the Safety of Roads
Dikuy Bogdim
DOV
Forefront of the Idea
Judea Police
Kach
Kfar Tapuah Fund
Koach
Repression of Traitors
State of Judea
Sword of David
The Judean Legion
The Judean Voice
The Qomemiyut Movement
The Way of the Torah
The Yeshiva of the Jewish Idea
The Revolt
Lehava
Kurdistan Workers’ Party
Freedom and Democratic Congress of Kurdistan
Halu Mesru Savunma Kuvveti
Hezan Parastina Gel
HPG
KADEK
Kongra Azadi u Demokrasiya Kurdistan
Kongra Gel
Kongra Gele Kurdistan
Kurdistan Freedom and Democracy Congress
Kurdistan Freedom Brigade
Kurdish Freedom Falcons
Kurdistan Freedom Hawks
Kurdistan Halk Kongresi
Kurdistan Labor Party
Kurdish Liberation Hawks
Kurdistan Ozgurluk Sahinleri
Kurdistan People’s Congress
New PKK
Partiya Karkeren Kurdistan
People’s Congress of Kurdistan
People’s Defence Force
PKK
TAK
Teyrbazên Azadiya Kurdistan
Liberation Tigers of Tamil Eelam
LTTE
TAMIL TIGERS
ELLALAN FORCE
National Liberation Army
ELN
Ejército De Liberación Nacional
Palestinian Islamic Jihad
PIJ
al Quds Brigade
Harakat al Jihad al Islami fi Filistin
Islamic Jihad
Islamic Jihad Palestine
Islamic Jihad—Palestine Faction and Islamic Holy War
The Jerusalem Brigades
Saraya al Quds
Palestine Liberation Front
Palestine Liberation Front – Abu Abbas Faction
PLF
PLF-Abu Abbas
Popular Front for the Liberation of Palestine
Kaane Halhul Gang
Halhul Squad
Palestinian Popular Resistance Forces
PFLP
PPRF
Red Eagle Gang
Red Eagle Group
Red Eagles
Abu Ali Mustafa Brigades 
Popular Front for the Liberation of Palestine – General Command
PFLP-GC 
REAL IRA
32 COUNTY SOVEREIGNTY COMMITTEE
Irish Republican Army
The New IRA
REAL IRISH REPUBLICAN ARMY
REAL OGLAIGH NA HEIREANN
RIRA
The Republican Action Against Drugs
RAAD
IRA
Revolutionary People’s Liberation Party/Front 
Devrimci Halk Kurtulus Partisi-Cephesi
DHKP/C
Devrimci Sol
Revolutionary Left
Dev Sol
Dev Sol Silahli Devrimci Birlikleri
Dev Sol SDB
Dev Sol Armed Revolutionary Units
People’s Front (Halk Cephesi)
Devrimci Gençlik (Dev Genç)
People’s Council (Halk Meclis)
Shining Path
Sendero Luminoso
SL
Partido Comunista Del Peru En El Sendero Luminoso De Jose Carlos Mariategui
Partido Comunista del Perú – Sendero Luminoso
Partido Comunista Del Peru
PCP
Socorro Popular Del Peru
SPP
Ejercito Guerrillero Popular
EGP
Ejercito Popular De Liberacion
EPL
Communist Party Of Peru
Communist Party Of Peru On The Shining Path Of Jose Carlos Mariategui
People's Aid Of Peru
People's Guerrilla Army
People's Liberation Army
Central Committee of the Militarised Communist Party of Peru 
AFGHAN SUPPORT COMMITTEE (ASC)
JAMIAT AYAT-UR-RHAS AL ISLAMIAC
Jamiat Ihya ul Turath al Islamia
AHYA UL TURAS
LAJNAT UL MASA EIDATUL AFGHANIA
Boulghiti Boubekeur
Boulghit Boubakeur
) Abu Bakr al-Jaziri (Previously listed as. In Arabic: أبوبكر الجزائري
Djazairi Abou Bakr Al
Djazairi Abou Yasser El
Yasir Al-Jazari 
Al-Jaziri Abou Yasser
Tantoush Ibrahim Ali Abu Bakr
al-Muhsin Abd
Bakr Ibrahim Ali Muhammad Abu
Yasin Abdul Rahman
Anas Abu
Tantouche Ibrahim Abubaker
Tantoush Ibrahim Abubaker
Al-Muhsi Abd
al-Rahman Abd
Al-Libi
"ابراهيم علي أبو بكر تنتوش
"
Sabri Abdel Ilah
CONTINUITY IRA 
CIRA
First of October Antifascist Resistance Group 
GRAPO
Grupos de Resistencia Antifascista Primero de Octubre
PCE(r)-GRAPO
LASHKAR-E-TAYYIBA
Lashkar-e-Toiba
Lashkar-i-Taiba
al Mansoorian
al Mansooreen
Army of the Pure
Army of the Righteous
Army of the Pure and Righteous
Paasban-e-Kashmir 
Pasban-e-Kashmir
Pasban-e-Ahle-Hadith
Paasban-e-Ahle-Hadis
Pashan-e-ahle Hadis
Lashkar e Tayyaba
LET
Jamaat-ud-Dawa
JUD
Paasban-i-Ahle-Hadith
Jama'at al-Dawa
Jamaat ud-Daawa 
Jamaat ul-Dawah
Jamaat-ul-Dawa
Jama'at-i-Dawat
Jamaiat-ud-Dawa
Jama'at-ud-Da'awah
Jama'at-ud-Da'awa
Jamaati-ud-Dawa
Falah-i-Insaniat Foundation (FIF)
LOYALIST VOLUNTEER FORCE 
LVF
Bashir-Ud-Din MAHMOOD Sultan
"Bashiruddin MAHMOOD, Sultan"
"Uddin Mehmood, Dr. Bashir"
"Baishiruddin MEKMUD, Sultan"
Chaudhry MAJEED Abdul
"Abdul MAJEED,"
Abdul Majeed Chaudhry
"Abdul MAJID,"
ORANGE VOLUNTEERS
OV
Orange Volunteer Force
OVF
RED HAND DEFENDERS 
RHD
REVIVAL OF ISLAMIC HERITAGE SOCIETY
Jamiat Ihia Al-Turath Al-Islamiya
Revival of Islamic Society Heritage on the African Continent
Jamia Ihya ul Turath
RIHS
Al-Furqan Foundation Welfare Trust
Al-Furqan Welfare Foundation
جمعية احياء التراث الاسلامي
TUFAIL Mohammed
"S.M. TUFAIL,"
"Mohammed TUFFAIL, Sheik"
ULSTER DEFENCE ASSOCIATION
ULSTER FREEDOM FIGHTERS
UDA
UFF
UMMAH TAMEER E-NAU
Al-Aqsa Martyrs' Brigade
Al-Aqsa Martyrs' Battalion
AAMB
URANGA Itziar ALBERDI
AL-HARAMAIN ISLAMIC FOUNDATION
Vazir
Vezir
TAPIA Eusebio ARZALLUS
Paticorto
Anaia
MORENO Miguel Antonio Larios
ARRONATEGUI Eneko GOGEASCOECHEA
ARRONATEGUI Eneko GOGEACHOECHEA
ARRONATEGUI Eneko GOGEASKOETXEA
MACQ Cyril
GUENECHEA Maria Soledad IPARRAGUIRRE
Amboto
Marisol
GOÑI Juan Jesús NARVÁEZ
GONI Juan Jesus NARVAEZ
Pajas
SEVILLANO Zigor ORBE
MICHELENA Fermín VILA
MICHELENA Fermin VILA
AL RASHID TRUST
Al-Rasheed Trust
Al Rasheed Trust
Al-Rashid Trust
"Aid Organization of the Ulema, Pakistan"
Al Amin Welfare Trust 
Al Amin Trust
Al Ameen Trust
Al-Ameen Trust
Al Madina Trust
Al-Madina Trust  
Al-Fawaz Khalid Abd Al-Rahman Hamd
Al-Fauwaz Khaled
Khaled A. Al-Fauwaz 
Al-Fawwaz Khalid
Fawwaz Khalik Al
Al-Fawwaz Khaled
Fawwaz Khaled Al
Fawaz Khalid Abdulrahman H. Al
الفواز خالد عبد الرحمن حمد
Abu-Khalil 
SANCHO Iván APAOLAZA
SANCHO Ivan APAOLAZA
Al-Aouadi Mohamed Ben Belgacem Ben Abdallah
العوادي محمد بن بلقاسم بن عبد الله
Aouadi Mohamed Ben Belkacem
Hannachi   Fathi
Babbar Khalsa
Babba Khalsa
Babba Khalsa International
MOHAMED LAKHAL 
"محمد لكحل

"
as) Mohamed Aouani (formerly listed
Heni Lased Ben
Abda Mohamed Abu
Hani Al-As'ad Ben
Awani   Mohamed Ben Belgacem
Obeida  Abu
Sayed Abd El Kader Mahmoud Mohamed El
"Kader ES SAYED,"
Sayed Abdel Khader Mahmoud Mohamed el
"عبد القادر محمود محمد السيد
"
ELSSEID SAMI BEN KHAMIS BEN SALEH
الصيد سامي بن خميس بن صالح
Mouhajer Omar El
Saber
International Sikh Youth Federation
ISYF
ALDAY Gorka PALACIOS
ROIG Juan Luis RUBENACH
JEMAAH ISLAMIYAH
JEMA'AH ISLAMIYAH
JEMAAH ISLAMIYA
Jemaah Islamiah
Jamaah Islamiyah
Jama'ah Islamiyah
New People’s Army/Communist Party of the Philippines
Communist Party of the Philippines
CPP
CPP/NPA
New People’s Army
NPA
NPA/CPP
NPP/CPP
SISON Jose Maria
Joma
LIWANAG Armando
EASTERN TURKISTAN ISLAMIC MOVEMENT 
The Eastern Turkistan Islamic Party 
The Eastern Turkistan Islamic Party of Allah 
Islamic Party of Turkestan 
Djamaat Turkistan  
ETIM
MOTASSADEQ MOUNIR EL
المتصدق منير
Moutassadeq   Mounir el
Bahaji Said
باهاجى سعيد
Maghribi   Zouheir Al
Abbattay  Mohamed
Maghribi   Abderrahmane Al
Binalshibh Ramzi Mohamed Abdullah
"Abdullah Binalsheidah, Ramzi Mohamed"
"Ramzi Bin Al Shibh,"
"Abdellah Omar, Ramzi Mohamed"
Bawazir Mohamed Ali Abdullah
Abdullah Binalshibh Ramzi Mohammed
Binalshib Ramzi
Alassiri Ramzi Mohamed Abdellah Omar Hassan
Abdullah Binalshibh Ramsi Mohamed
Ubaydah Abu
Amar Umar Muhammad 'Abdallah Ba'
Omar Ramzi
الشيبة رمزي محمد عبد الله بن
ESSABAR ZAKARYA
Essabar Zakariya
GLOBAL RELIEF FOUNDATION 
GRF
HAMDI ADEL BEN AL-AZHAR BEN YOUSSEF
حمدي عادل بن الأزهر بن يوسف
Adel ben al-Azhar ben Youssef ben Soltane (formerly listed as) 
Zakariya 
Kammoun Mehdi Ben Mohamed Ben Mohamed
كمون المهدي بن محمد بن محمد
Salmane 
Al-Maaroufi Tarek Ben Habib Ben Al-Toumi
Ismail Abu
Jendoubi Abou Ismail el
Djoundoubi Abou Ismail Al
المعروفي طارق بن الحبيب بن التومي
REMADNA ABDELHALIM HAFED ABDELFATTAH
رمادنا عبدالحليم حافظ عبدالفتاح
Remadna Abdelhalim
Jalloul
ALOUCHE ISAM ALI MOHAMED
علوش عصام علي محمد
THAER MANSOUR
Ansar al-Islam
Devotees of Islam
Jund al-Islam
Soldiers of Islam
Kurdistan Supporters of Islam
Supporters of Islam in Kurdistan
Followers of Islam in Kurdistan
Kurdish Taliban
Soldiers of God
Ansar al-Sunna Army
Jaish Ansar al-Sunna
Ansar al-Sunna
أنصار الاسلام
Benevolence International Foundation
Al Bir Al Dawalia
BIF
BIF-USA
Mezhdunarodnyj Blagotvoritel'nyl Fond
Islamic International Brigade
The Islamic Peacekeeping Brigade
The Islamic Peacekeeping Army
The International Brigade
Islamic Peacekeeping Battalion
International Battalion
Islamic Peacekeeping International Brigade
Lashkar i Jhangvi 
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Chechen Martyrs 
Riyadus-Salikhin Reconnaissance and Sabotage Battalion
Riyadh-as-Saliheen
The Sabotage and Military Surveillance Group of the Riyadh al-Salihin Martyrs
Firqat al-Takhrib wa al-Istitla al-Askariyah li Shuhada Riyadh al-Salihin
Riyadus-Salikhin Reconnaissance and Sabotage Battalion of Shahids
RSRSBCM
Martyrs
Special Purpose Islamic Regiment
The Islamic Special Purpose Regiment
The al-Jihad-Fisi-Sabililah Special Islamic Regiment
Islamic Regiment of Special Meaning
Abdurrahman Mohamad Iqbal
"Iqbal Rahman, Mohamad"
"Iqbal A Rahman, Mohamad"
Abdurrahman Abu Jibril
Muqti Fikiruddin
Muqti Fihiruddin
"Iqbal Abdul Rahman, Mohamad"
Isamuddin Nurjaman Riduan
Hambali
Nurjaman
"Riduan Isomuddin, Nurjaman"
Ending Hambali Bin
name) Encep Nurjaman (birth
Hambali  Hambali Ending
Riduan  Isamuddin
Ridwan Isamudin
Al-Aqsa Foundation
Al-Aqsa International Foundation
Al-Aqsa Charitable Foundation
Sanabil al-Aqsa Charitable Foundation
Al-Aqsa Sinabil Establishment
Al-Aqsa Charitable Organization
Charitable Al-Aqsa Establishment
Mu’assa al-Aqsa al-Khayriyya
Mu’assa Sanabil Al-Aqsa al-Khayriyya
Aqssa Society
Al-Aqsa Islamic Charitable Society
Islamic Charitable Society for al-Aqsa
Charitable Society to Help the Noble al-Aqsa
Nusrat al-Aqsa al-Sharif
al-Aqsa Spanm I Stiftelse
al-Aqsa Spanmal Stiftelse
Swedish Charitable Aqsa Est.
Al-Aqsa E.V.
Stichting Al-Aqsa
Aqssa Society Yemen
Al-Aqsa
Foreningen Al-Aqsa
ASBL
Al-Amdouni Mehrez Ben Mahmoud Ben Sassi
Fusco Fabio
Fusco Fabio
Fusco Fabio
Hassan Mohamed
Hamdouni Meherez
Tah Amdouni Mehrez ben
Amdouni Meherez ben Ahdoud ben
Thale Abu
العمدوني محرز بن محمود بن ساسي
Dumont Lionel
Brougere Jacques
Hamza Abu
Antonio Di Karlo
Rene Merlin Oliver Christian
Hamza Arfauni Imad Ben Yousset
Arfaj Imam Ben Yussuf
Hamza Abou
Imad Arfauni
Bilal
Hamza
Koumkal
Kumkal
Merlin
Tinet
Brugere
Dimon
Essaadi Moussa Ben Omar Ben Ali
DAH DAH
ABDELRAHMMAN
BECHIR
السعدي موسى بن عمر بن علي
Ibrahim Mostafa Kamel Mostafa
ابراهيم مصطفى كمال مصطفى
Mustafa Mustafa Kamel
Eaman Adam Ramsey
Mustapha Kamel Mustapha
Mustapha Mustapha Kamel
Mostafa Kamel Mostafa 
Al-Masri Abu Hamza
Hamza Abu
Al-Misri Abu Hamza
Tunisian Combatant Group
Groupe Combattant Tunisien
Groupe Islamiste Combattant Tunisien
GICT
الجماعة التونسية المقاتلة
Moroccan Islamic Combatant Group
Groupe Islamique Combattant Marocain
GICM 
الجماعة الاسلامية المغربية المقاتلة
Dwikarna Agus
Julkipli Salim Y Salamuddin
Sali Kipli
Salim Julkipli
Munandar Aris
Murad Abdul Hakim
"Hasim Murad, Abdul Hakim"
"Hashim Murad, Abdul Hakim Ali"
"Hashim Murad, Abdul Hakim al"
Akman Saeed
Ahmed Saeed
Murad Abdul Hakim Ali al-Hashem
"عبد الحكيم مراد
"
Siregar Parlindungan
"Parlin Siregar,"
"Parlindungan Siregar, Saleh"
Sufaat Yazid
Joe
Zufar Abu
Syawal Yassin
Yasin Salim
Mochtar Yasin Mahmud
Yasin Abdul Hadi
Mubarok Muhamad
Syawal Muhammad
as) Yassin Sywal (formerly listed
Seta Abu
Mahmud
Muamar Abu
Mubarok
Moklis Yunos Umpara
Yunos Muklis
Yunos Saifullah Mukhlis
Yunos Saifulla Moklis
Onos Hadji
Yunos Mukhlis
Moustfa Djamel
مصطفى جمال
Barkani Ali
Belkasam Kalad
Djamel Mostafa
Djamel Mostefa
Djamel Mustafa
Kalad Balkasam
Kalad Bekasam
Kalad Belkasam
Mostafa Damel
Mostafa Djamal
Mostafa Djamal
Mostafa Djamel
Mostafa Djamel
Moustfa Fjamel
Mustafa Djamel
Mustafa Djamel
Mustafa
Kaskar Dawood Ibrahim
Ebrahim Dawood
Hassan Sheikh Dawood
Aziz Abdul Hamid Abdul
Ibrahim Anis
Dilip Aziz
Kaskar Daud Hasan Shaikh Ibrahim
Kaskar Daud Ibrahim Memon
Kaskar Dawood Hasan Ibrahim
Memon Dawood Ibrahim
Sabri Dawood
Hasan Kaskar Dawood
Rehman Shaikh Mohd Ismail Abdul
Ibrahim Dowood Hassan Shaikh
Bhai Dawood
Anis Ibrahim Shaikh Mohd
Abdul Shaikh Ismail
Hizrat
Farooqi Sheikh
Seth Bada
Bhai Bada
Bhai Iqbal
Mucchad
Sahab Haji
HAMDAN Usama
HAMDAN Osama
MISHAAL Khalid
MESHAAL Khalid
MESHAAL Khaled
MESHAL Khaled
MASHAL Khaled
MISHAL Khalid
MISH’AL Khalid
MARZOUK Musa Abu
MARZOUK Moussa Abu
MARZOUK Mousa Abu
MARZOUK Moussa Mohammed Abu
Comité de Bienfaisance et de Secours aux Palestiniens
CBSP
Humani’Terre
Association de Secours Palestinien
ASP
Secours Humanitaires Suisse
SHS - Secours Humanitaires Suisse 
Palestinian Relief and Development Fund
Interpal
Sanabil Association for Relief and Development
Al Sanabil
Al-Sanbal
Sanabil
Sanabil for Aid and Development
Sanabil for Relief and Development
Sanibal
Sannabil
Sannibil
Sanabil Group for Relief and Development 
Belmokhtar Mokhtar
بلمختار مختار
Abass Belaouar Khaled Abou El
Abass Belaouer Khaled Abou El
Abes Belmokhtar Khaled Abou El
Abass Khaled Abou El
Abbes Khaled Abou El
Abes Khaled Abou El
Oor Khaled Abulabbas Na
Belmukhtar Mukhtar
Khaled Abou Abbes
Belaoua
Belaour
Zarkaoui Imed Ben Mekki
Zarga
Nadra
Nadre Dour
Nadre Dour
Nadre Daour
as) Imad ben al-Mekki ben al-Akhdar al-Zarkaoui (previously listed
زرقاوي عماد بن مكي
Al-Hamraoui Kamal Ben Maoeldi Ben Hassan
الحمراوي  كمال بن المولدي بن حسن
Kamel
Kimo
Mouldi Hamroui Kamel ben
Kamel Hamraoui
Kamel Hamraoui
Kamel Hamraoui
Ciise Maxamed Cabdullaah
Ciise Maxamed Cabdullaahi
Cabdullaahi  Maxammed
Ciise Cabdullah Mayamed
Ayashi Radi Abd El Samie Abou El Yazid El
العياشي راضي عبد السميع أبواليزيد
Mera'i
Bouyehia Hamadi Ben Abdul Aziz Ben Ali
Mohamed Gamel
Bahaa Abd el Wanis Abd Gawwad Abd el Latif
Hamid Mahmoud
Hussein Mohammad Tahir Hammid
Kurdi Abdelhamid Al
حسين محمد طاهر حامد
Mostafa Mohamed Amin
مصطفى محمد أمين
Al-Drissi Noureddine Ben Ali Ben Belkassem
Noureddine Drissi
Ali Abou
Faycal
الدريسي نور الدين بن علي بن بلقاسم
Rouine Al-Azhar Ben Khalifa Ben Ahmed
Salmane
Lazhar
Ammari Saifi
عماري سيفي
name) El Para (combat
name) Abderrezak Le Para (combat
Haidara Abou
Ourassi El
Zaimeche Abderrezak
Haidra Abdul Rasak ammane Abu
Abdalarak
Ghaith Sulaiman Jassem Sulaiman Ali Abo
Ghaith Abo
"سليمان جاسم سليمان علي أبوغيث
"
Lounici Djamel
لونيسي جمال
Lounici Jamal
Al-Haramain Foundation (Indonesia)
Yayasan Al-Manahil-Indonesia
Al-Haramain Foundation (Pakistan)
Al-Haramayn Foundation (Kenya)
Al-Haramayn Foundation (Tanzania)
Al-Zindani Abd-Al-Majid Aziz
Al-Zindani Abdelmajid
Al-Zindani Shaykh 'Abd Al-Majid
Al-Zandani Sheikh Abd Al-Meguid
"عبد المجيد عزيز الزنداني
"
Djermane Kamel
جرمان كمال
Bilal
Adel
Fodhil
Abdeljalil Abou
Al Furqan
Dzemilijati Furkan
Dzem’ijjetul Furqan
Association for Citizens Rights and Resistance to Lies
Dzemijetul Furkan
Association of Citizens for the Support of Truth and Suppression of Lies
Sirat
"Association for Education, Culture and Building Society-Sirat"
"Association for Education, Cultural, and to Create Society -Sirat"
Istikamet
In Siratel
Citizens’ Association for Support and Prevention of lies – Furqan
TAIBAH INTERNATIONAL-BOSNIA OFFICES
Taibah International Aid Agency
Taibah International Aid Association
"Al Taibah, Intl"
Taibah International Aide Association
AL-LOUBIRI Habib Ben Ahmed
اللوبيري حبيب بن احمد
al-Lubiri Al-Habib ben Ahmad ben al-Tayib
Al-Haramain Islamic Foundation (Somalia)
Al-Haramain & Al Masjed Al-Aqsa Charity Foundation
Al Haramain Al Masjed Al Aqsa
Al Haramayn Al Masjid Al Aqsa
Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation
Al Harammein Al Masjed Al-Aqsa Charity Foundation
Al-Haramain: Afghanistan Branch
Al-Haramain: Albania Branch
Al-Haramain: Bangladesh Branch
Al-Haramain: Ethiopia Branch
Al-Haramain: The Netherlands Branch
Stichting Al Haramain Humanitarian Aid
Al-Haramain Foundation (Union of the Comoros)
Al-Qaida in Iraq
AQI
Al-Tawhid
the Monotheism and Jihad Group
Qaida of the Jihad in the land of the Two Rivers
Al-Qaida of Jihad in the land of the Two Rivers
The Organization of Jihad's Base in the Country of the Two Rivers
The Organization Base of Jihad/Country of the Two Rivers
The Organization Base of Jihad/Mesopotamia
Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn
Tanzeem Qa'idat al Jihad/Bilad al Raafidaini
Jama'at Al-Tawhid Wa'al-Jihad
JTJ
Islamic State of Iraq
ISI
al-Zarqawi network
القاعده في العراق
Islamic State in Iraq and the Levant
BARAKAT Assad Ahmad
BARAKAT Assad Ahmed Muhammad
BARAKAT Assad
BARAKAT Assad Hassan
AHMAD Hajj As’ad
BARAKAT Jach Assad Ahmad
AL-FADHLI MUHSIN FADHIL AYED ASHOUR
الفضلي محسن فاضل عايد عاشور
Fadhli Muhsin Fadhil 'Ayyid al
Fadhli Muhsin Fadil Ayid Ashur al
Samiyah Abu Majid
Samia Abu
ISLAMIC JIHAD GROUP
JAMA'AT AL-JIHAD
LIBYAN SOCIETY
KAZAKH JAMA'AT
JAMAAT MOJAHEDIN
JAMIYAT
JAMIAT AL-JIHAD AL-ISLAMI
DZHAMAAT MODZHAKHEDOV
ISLAMIC JIHAD GROUP OF UZBEKISTAN
AL-DJIHAD AL-ISLAMI
Zamaat Modzhakhedov Tsentralnoy Asii
Islamic Jihad Union  
Rusdan Abu
Thoriq Abu
Rusdjan
Rusjan
Rusydan
Thoriquddin
Thoriquiddin
Thoriquidin
Toriquddin
Sumarsono Aris
Zulkarnan
Zulkarnain
Zulkarnin
Sunarso Arif
Zulkarnaen
Sunarso Aris
Zulkarnaen Ustad Daud
Murshid
Daud
Ud Pak
Zul Mbah
Arifin Zainal
Zul
Abdurrahman Abdullah
Abdul
Abdurrahman
Boughanemi Faycal
Boughanmi Faical
بوغانمي فيصل
al-Bughanimi Faysal
Laagoub Abdelkader
لاغوب عبد القادر
Rachid
Al-Akhtar Trust International
Al Akhtar Trust
Al-Akhtar Medical Centre
Akhtarabad Medical Camp
Pakistan Relief Foundation
Pakistani Relief Foundation
Azmat-e-Pakistan Trust
Azmat Pakistan Trust
Rahman Abd Allah Mohamed Ragab Abdel
Al-Khayr Abu
Hasan Ahmad
Jihad Abu
Ahmed Zaki Ezat Zaki
احمد زكي عزت زكي
Salim Rif'at
Usama Abu
Bakri Ali Sayyid Muhamed Mustafa
بكري علي السيد محمد مصطفى
Salim Ali
al-Masri Abd Al-Aziz
Yusif Hani Al-Sayyid Al-Sebai
يوسف هاني السيد السباعي
Karim Abu
Al-Sebai Hani Yousef
Youssef Hani
Youseff Hany
Yusef Hani
Al-Sabai Hani al-Sayyid
Sebai Hani al-Sayyid El
Siba'i Hani al-Sayyid Al
Sabaay Hani al-Sayyid El
El-Sababt
Tusnin Abu
Akram Abu
Yusef Hani El Sayyed Elsebai
Youssef Hany Elsayed
Ahmad Farhad Kanabi
Achmed Kaua Omar
Hamawandi Kawa
Ahmed Kawa Omar
أحمد فرهاد كنابي
Hapilon Isnilon Totoni
Hapilun Isnilon
Hapilun Isnilun
Isnilon Tuan
Musab Abu
Salahudin
Sahiron Radulan
Sahiron Radullan
Sahirun Radulan
Sajirun Radulan
Putol Commander
Anshori Abdullah
Fatih Abu
"Ibnu Thoyib,"
"Ibnu Toyib,"
Fathi Abu
Ba'asyir Abu Bakar
Baasyir Abu Bakar
Bashir Abu Bakar
Samad Abdus
Somad Abdus
Gunawan Gun Gun Rusman
"Rusman Gunawan,"
Al-Hadi Abd
Hadi Abdul
Karim Abdul
Bukhori
Bukhory
Rifki Taufik
"Taufek Refke,"
"Taufik Rifqi,"
"Tawfiq Rifqi,"
Iraq Ami
Irza Ami
Erja Amy
Erza Ammy
Izza Ammy
Kusoman Ami
Obaida Abu
Obaidah Abu
Obeida Abu
Ubaidah Abu
Obaidah
Obayda Abu
Kusoman Izza
"Eric Yacub,"
Sahraoui Nessim Ben Romdhane
Dass
al-Sahrawi Nasim
صحراوي نسيم بن رمضان
Zoghbi Merai Abdefattah Khalil
Singapore F'raji di
Libico F'raji il
Lebachir Mohamed
Zgbye Meri Albdelfattah
Fattah Zoghbai Merai Abdul
Ila Larzg Ben
Farag
Fredj
Besir Muhammed El
زغبي مرعي عبدفتاح خليل
Faraj Lazrag
"زغبي) Merai Zoghbai (previously listed as, in Arabic: مرعي"
Ghabra Mohammed Al
Ghabra Mohammed El’
Adam  Danial
Ahmad Najmuddin Faraj
Krekar Mullah
Farraj Fateh Najm Eddine
Najmuddin Faraj Ahmad
Al-Dabski Salem Nor Eldin Amohamed
الدبيسكي سالم نور الدين امحمد
Al-Ward Abu
Ragab Abdullah
Naim Abu
Masri Abdallah al-
Sayed Aly Soliman Massoud Abdul
Qaim Ibn El
Osman Mohamed
Adam
Droukdel Abdelmalek
دروآدال عبد المالك
Abdelouadoud Abou Mossaab
Haqqani Sirajuddin Jallaloudine
Haqqani Siraj
